county_name,cbp_small_biz_count,crunchbase_count,state_abbv,state_name
Garrard County,214,0,KY,Kentucky
Jasper County,214,0,MS,Mississippi
Reeves County,214,0,TX,Texas
Poquoson city,214,0,VA,Virginia
Macon County,215,1,AL,Alabama
Montgomery County,215,0,MS,Mississippi
DeKalb County,215,0,MO,Missouri
Noble County,215,0,OK,Oklahoma
Walworth County,215,0,SD,South Dakota
Camp County,215,0,TX,Texas
Menard County,216,0,IL,Illinois
Louisa County,216,0,IA,Iowa
Sierra County,216,0,NM,New Mexico
Iron County,216,0,WI,Wisconsin
Walthall County,217,0,MS,Mississippi
Big Horn County,217,0,MT,Montana
Noble County,217,0,OH,Ohio
McCulloch County,217,0,TX,Texas
Pend Oreille County,217,0,WA,Washington
Washington County,218,0,ID,Idaho
Harper County,218,0,KS,Kansas
Rockcastle County,218,0,KY,Kentucky
Coleman County,218,0,TX,Texas
Antelope County,219,0,NE,Nebraska
Adair County,219,0,OK,Oklahoma
Pepin County,219,0,WI,Wisconsin
Barber County,220,0,KS,Kansas
Grainger County,220,0,TN,Tennessee
Weston County,220,0,WY,Wyoming
Gray County,221,0,KS,Kansas
Lawrence County,221,0,KY,Kentucky
Pocahontas County,222,0,IA,Iowa
Fillmore County,222,0,NE,Nebraska
Dickey County,223,0,ND,North Dakota
Madison County,223,0,TX,Texas
Falls County,223,0,TX,Texas
Larue County,224,0,KY,Kentucky
Chicot County,225,0,AR,Arkansas
Haskell County,225,0,OK,Oklahoma
Brule County,225,0,SD,South Dakota
Trigg County,226,0,KY,Kentucky
Breathitt County,226,0,KY,Kentucky
Hughes County,226,0,OK,Oklahoma
Southampton County,226,0,VA,Virginia
Morgan County,226,1,WV,West Virginia
Jack County,227,0,TX,Texas
Covington city,227,0,VA,Virginia
Benewah County,228,0,ID,Idaho
Massac County,228,0,IL,Illinois
Grant County,228,0,KS,Kansas
Socorro County,228,1,NM,New Mexico
Crook County,228,0,WY,Wyoming
Rio Blanco County,229,0,CO,Colorado
Clearwater County,229,0,ID,Idaho
Clarke County,229,0,MS,Mississippi
Taylor County,229,0,WV,West Virginia
Casey County,230,0,KY,Kentucky
Cherry County,230,0,NE,Nebraska
Roberts County,230,0,SD,South Dakota
Carroll County,231,0,KY,Kentucky
Pierce County,231,0,NE,Nebraska
Torrance County,231,1,NM,New Mexico
Runnels County,231,0,TX,Texas
Bethel Census Area,232,0,AK,Alaska
Blackford County,232,0,IN,Indiana
Bienville Parish,232,0,LA,Louisiana
Carroll County,232,0,MO,Missouri
Dimmit County,232,0,TX,Texas
Charlotte County,232,0,VA,Virginia
Monona County,233,0,IA,Iowa
Roosevelt County,233,0,MT,Montana
Stone County,234,0,AR,Arkansas
Lamar County,234,0,GA,Georgia
Alger County,234,0,MI,Michigan
Morris County,234,0,TX,Texas
Barbour County,234,0,WV,West Virginia
Schoolcraft County,235,0,MI,Michigan
Quay County,235,0,NM,New Mexico
Terry County,235,0,TX,Texas
Morgan County,235,1,UT,Utah
Grant County,236,0,OR,Oregon
Emporia city,236,0,VA,Virginia
Allen County,237,1,KY,Kentucky
Jefferson County,237,0,NE,Nebraska
Chester County,237,0,TN,Tennessee
Caswell County,238,1,NC,North Carolina
Washita County,238,0,OK,Oklahoma
Calhoun County,238,0,SC,South Carolina
Fentress County,238,0,TN,Tennessee
Jefferson County,239,0,FL,Florida
Jeff Davis County,239,0,GA,Georgia
Pike County,240,0,GA,Georgia
Norton city,240,0,VA,Virginia
Lamar County,241,0,AL,Alabama
Coffey County,241,0,KS,Kansas
Washington County,241,1,KY,Kentucky
Mercer County,241,0,ND,North Dakota
Millard County,241,0,UT,Utah
Grundy County,242,0,MO,Missouri
Washington County,242,0,NC,North Carolina
Wilson County,243,0,KS,Kansas
Hutchinson County,243,0,SD,South Dakota
Hickman County,243,0,TN,Tennessee
Johnson County,243,0,TN,Tennessee
Alleghany County,243,2,VA,Virginia
Grant County,243,0,WV,West Virginia
Jackson Parish,244,0,LA,Louisiana
Merrick County,244,0,NE,Nebraska
Mitchell County,245,0,KS,Kansas
Phillips County,245,0,KS,Kansas
Greene County,245,0,NC,North Carolina
Lamb County,245,0,TX,Texas
Clay County,246,0,KY,Kentucky
Holmes County,246,0,MS,Mississippi
East Feliciana Parish,247,0,LA,Louisiana
Unicoi County,247,0,TN,Tennessee
Roane County,247,0,WV,West Virginia
Ida County,248,0,IA,Iowa
Deer Lodge County,248,0,MT,Montana
Glacier County,248,0,MT,Montana
Alleghany County,248,0,NC,North Carolina
Fleming County,249,0,KY,Kentucky
Saluda County,249,1,SC,South Carolina
Kane County,249,1,UT,Utah
Bradley County,250,0,AR,Arkansas
Keokuk County,250,0,IA,Iowa
Hardy County,250,0,WV,West Virginia
Jackson County,251,0,KS,Kansas
Wayne County,251,0,NE,Nebraska
Colfax County,252,0,NE,Nebraska
Monroe County,252,1,OH,Ohio
Buckingham County,252,0,VA,Virginia
Trinity County,253,0,CA,California
Berrien County,253,0,GA,Georgia
Cass County,253,0,IL,Illinois
Choctaw County,254,0,AL,Alabama
Greene County,254,0,IL,Illinois
Claiborne Parish,254,0,LA,Louisiana
Barton County,254,0,MO,Missouri
Forest County,254,0,WI,Wisconsin
Parke County,255,0,IN,Indiana
McLean County,255,0,ND,North Dakota
Stephens County,255,0,TX,Texas
Howard County,256,0,IA,Iowa
Wayne County,256,0,MO,Missouri
Newton County,257,0,IN,Indiana
Marshall County,257,0,MN,Minnesota
Calhoun County,257,0,MS,Mississippi
Stillwater County,257,0,MT,Montana
Lincoln County,257,0,WA,Washington
Braxton County,257,0,WV,West Virginia
Assumption Parish,258,0,LA,Louisiana
Montgomery County,258,0,MO,Missouri
Tyler County,258,0,TX,Texas
San Juan County,258,0,UT,Utah
Amelia County,258,0,VA,Virginia
Sherman County,259,0,KS,Kansas
Mississippi County,259,0,MO,Missouri
Richardson County,259,0,NE,Nebraska
Major County,260,1,OK,Oklahoma
Blanco County,260,0,TX,Texas
Brunswick County,260,1,VA,Virginia
Greene County,261,0,IA,Iowa
Stone County,261,0,MS,Mississippi
Choctaw County,261,0,OK,Oklahoma
Turner County,261,0,SD,South Dakota
Vermillion County,262,0,IN,Indiana
Warren County,262,0,NC,North Carolina
Bamberg County,262,3,SC,South Carolina
Kit Carson County,263,0,CO,Colorado
Ouray County,263,0,CO,Colorado
Comanche County,263,0,TX,Texas
Banks County,264,0,GA,Georgia
Clay County,264,0,KS,Kansas
Osage County,264,0,KS,Kansas
Rock County,264,4,MN,Minnesota
Dallas County,264,0,MO,Missouri
Knox County,264,0,NE,Nebraska
Northampton County,264,0,NC,North Carolina
Smith County,264,0,TN,Tennessee
Osage County,265,0,MO,Missouri
Pickens County,266,0,AL,Alabama
Brown County,266,0,KS,Kansas
Holmes County,267,0,FL,Florida
Wabash County,267,0,IL,Illinois
McDowell County,267,0,WV,West Virginia
Wayne County,268,0,KY,Kentucky
Harrison County,268,0,OH,Ohio
Pawnee County,268,0,OK,Oklahoma
Sevier County,269,0,AR,Arkansas
Rice County,269,0,KS,Kansas
Jefferson County,269,0,MT,Montana
Platte County,269,0,WY,Wyoming
Valley County,270,0,MT,Montana
Atoka County,270,0,OK,Oklahoma
Brewster County,270,0,TX,Texas
Union County,271,0,KY,Kentucky
Pamlico County,271,0,NC,North Carolina
Fremont County,272,1,ID,Idaho
Hart County,272,0,KY,Kentucky
Charles Mix County,272,0,SD,South Dakota
Grant County,273,0,AR,Arkansas
Fulton County,273,0,PA,Pennsylvania
Madison County,273,0,VA,Virginia
Bibb County,274,0,AL,Alabama
Lawrence County,274,0,AR,Arkansas
Custer County,274,0,SD,South Dakota
Gulf County,275,1,FL,Florida
Russell County,276,0,KS,Kansas
Dawes County,277,0,NE,Nebraska
Dawson County,277,0,TX,Texas
Franklin County,278,0,AR,Arkansas
Lawrence County,278,1,IL,Illinois
Palo Alto County,278,0,IA,Iowa
Cedar County,278,0,MO,Missouri
Bottineau County,278,0,ND,North Dakota
Robertson County,278,0,TX,Texas
Cook County,279,0,MN,Minnesota
Grant County,279,0,SD,South Dakota
Jones County,279,0,TX,Texas
Marshall County,280,0,IL,Illinois
Mercer County,280,0,IL,Illinois
Franklin County,281,0,ID,Idaho
Worth County,282,0,GA,Georgia
Pembina County,282,0,ND,North Dakota
Live Oak County,282,0,TX,Texas
Giles County,283,0,VA,Virginia
Towns County,284,0,GA,Georgia
Calhoun County,284,0,IA,Iowa
Madison County,284,0,MO,Missouri
Woods County,284,0,OK,Oklahoma
Breckinridge County,285,1,KY,Kentucky
Caldwell County,285,0,KY,Kentucky
Appomattox County,285,0,VA,Virginia
Wyoming County,285,0,WV,West Virginia
Harrison County,286,0,KY,Kentucky
Overton County,286,0,TN,Tennessee
Lexington city,286,0,VA,Virginia
Lee County,286,0,VA,Virginia
Leake County,288,0,MS,Mississippi
Andrew County,288,0,MO,Missouri
Marquette County,288,8,WI,Wisconsin
Tattnall County,289,0,GA,Georgia
Lemhi County,289,0,ID,Idaho
Owen County,289,2,IN,Indiana
Missaukee County,289,0,MI,Michigan
Watonwan County,289,0,MN,Minnesota
Linn County,289,0,MO,Missouri
Cheyenne County,289,0,NE,Nebraska
Blaine County,289,0,OK,Oklahoma
Fairfield County,289,0,SC,South Carolina
Franklin city,289,0,VA,Virginia
Boone County,289,1,WV,West Virginia
Marshall County,290,0,OK,Oklahoma
Marion County,291,0,KS,Kansas
Murray County,291,0,OK,Oklahoma
Hamilton County,292,0,NE,Nebraska
DeKalb County,292,0,TN,Tennessee
Nottoway County,292,0,VA,Virginia
Henry County,293,0,AL,Alabama
Kanabec County,293,0,MN,Minnesota
Chattooga County,294,0,GA,Georgia
Mills County,294,0,IA,Iowa
Patrick County,294,1,VA,Virginia
Mason County,295,0,IL,Illinois
Winn Parish,295,0,LA,Louisiana
Wilbarger County,296,0,TX,Texas
Jackson County,297,0,TX,Texas
Essex County,297,0,VA,Virginia
Howard County,298,1,AR,Arkansas
Madison County,298,0,FL,Florida
Saline County,298,0,NE,Nebraska
Meigs County,298,1,OH,Ohio
Bosque County,298,0,TX,Texas
Scott County,298,0,VA,Virginia
Burke County,299,0,GA,Georgia
Cook County,299,0,GA,Georgia
Lake County,299,0,MN,Minnesota
Paulding County,299,0,OH,Ohio
Ward County,299,0,TX,Texas
Galax city,299,0,VA,Virginia
Jefferson County,300,0,GA,Georgia
Cedar County,300,0,NE,Nebraska
Madison County,300,1,NC,North Carolina
Crawford County,301,0,MI,Michigan
Traill County,301,0,ND,North Dakota
Clay County,301,1,SD,South Dakota
Big Horn County,301,0,WY,Wyoming
Meriwether County,302,0,GA,Georgia
Bond County,302,0,IL,Illinois
Karnes County,303,1,TX,Texas
Franklin County,304,0,FL,Florida
Starke County,304,0,IN,Indiana
McDonald County,304,0,MO,Missouri
Yell County,305,0,AR,Arkansas
Tipton County,305,0,IN,Indiana
Swift County,305,0,MN,Minnesota
Fayette County,306,0,AL,Alabama
Haywood County,306,0,TN,Tennessee
Clay County,307,0,AR,Arkansas
Jefferson County,307,0,KS,Kansas
Lauderdale County,307,0,TN,Tennessee
Floyd County,307,0,VA,Virginia
King William County,307,0,VA,Virginia
Grundy County,308,0,IA,Iowa
Montgomery County,308,0,IA,Iowa
Lincoln County,308,0,KY,Kentucky
Benton County,308,0,TN,Tennessee
Sharp County,309,1,AR,Arkansas
Hancock County,309,0,IA,Iowa
Cloud County,309,0,KS,Kansas
George County,310,0,MS,Mississippi
Edgefield County,311,0,SC,South Carolina
Desha County,312,0,AR,Arkansas
Appanoose County,312,1,IA,Iowa
Jackson County,312,0,MN,Minnesota
Box Butte County,312,0,NE,Nebraska
Butte County,312,0,SD,South Dakota
Radford city,313,3,VA,Virginia
Yellow Medicine County,314,0,MN,Minnesota
Frio County,314,0,TX,Texas
Jones County,315,0,GA,Georgia
Murray County,315,0,MN,Minnesota
Bedford city,315,0,VA,Virginia
Buffalo County,315,0,WI,Wisconsin
Adair County,316,0,KY,Kentucky
Emmet County,317,0,IA,Iowa
Anderson County,317,0,KY,Kentucky
Newton County,317,0,MS,Mississippi
Scott County,317,0,TN,Tennessee
Northampton County,317,0,VA,Virginia
Ben Hill County,318,0,GA,Georgia
Moultrie County,318,0,IL,Illinois
St. James Parish,318,0,LA,Louisiana
Rusk County,318,0,WI,Wisconsin
Bertie County,319,0,NC,North Carolina
Fountain County,320,0,IN,Indiana
Manassas Park city,321,0,VA,Virginia
Pierce County,322,2,GA,Georgia
Pulaski County,322,0,IN,Indiana
Greene County,322,0,VA,Virginia
Guthrie County,323,0,IA,Iowa
Middlesex County,323,0,VA,Virginia
Humboldt County,324,0,IA,Iowa
Westmoreland County,324,0,VA,Virginia
Randolph County,325,0,AR,Arkansas
Allen Parish,325,0,LA,Louisiana
Clear Creek County,326,0,CO,Colorado
Mitchell County,326,0,IA,Iowa
Union Parish,326,0,LA,Louisiana
Mason County,326,0,WV,West Virginia
Jackson County,327,0,AR,Arkansas
Covington County,327,0,MS,Mississippi
Yancey County,327,0,NC,North Carolina
Marlboro County,327,0,SC,South Carolina
Macon County,327,0,TN,Tennessee
Winnebago County,328,0,IA,Iowa
Moniteau County,328,0,MO,Missouri
Burleson County,328,0,TX,Texas
Adams County,328,0,WI,Wisconsin
Arenac County,329,0,MI,Michigan
Phelps County,329,0,NE,Nebraska
Cibola County,329,1,NM,New Mexico
Kalkaska County,331,0,MI,Michigan
Union County,332,0,IA,Iowa
Pipestone County,332,0,MN,Minnesota
Clark County,333,0,IL,Illinois
Butler County,333,0,IA,Iowa
Thomas County,333,0,KS,Kansas
Letcher County,333,0,KY,Kentucky
Stevens County,333,0,MN,Minnesota
Attala County,333,0,MS,Mississippi
Franklin County,334,0,IA,Iowa
Northumberland County,334,0,VA,Virginia
Piatt County,335,0,IL,Illinois
Abbeville County,335,0,SC,South Carolina
Hampshire County,335,0,WV,West Virginia
Washington County,336,0,GA,Georgia
Sullivan County,336,0,IN,Indiana
Presque Isle County,336,0,MI,Michigan
Humphreys County,336,0,TN,Tennessee
Pecos County,336,0,TX,Texas
Gem County,337,0,ID,Idaho
Van Buren County,338,0,AR,Arkansas
Dodge County,338,0,GA,Georgia
Nolan County,339,0,TX,Texas
New Kent County,339,1,VA,Virginia
Randolph County,340,0,AL,Alabama
Prowers County,340,0,CO,Colorado
Tama County,340,0,IA,Iowa
Bates County,340,0,MO,Missouri
Macon County,340,0,MO,Missouri
Hampton County,340,0,SC,South Carolina
Chickasaw County,341,0,MS,Mississippi
Craig County,341,1,OK,Oklahoma
Union County,342,1,IL,Illinois
Tippah County,342,0,MS,Mississippi
Keith County,342,0,NE,Nebraska
Roosevelt County,342,0,NM,New Mexico
Dawson County,343,0,MT,Montana
Beaverhead County,344,0,MT,Montana
Cuming County,344,1,NE,Nebraska
La Paz County,345,0,AZ,Arizona
Edgar County,345,0,IL,Illinois
Itawamba County,346,0,MS,Mississippi
Butts County,347,0,GA,Georgia
Goshen County,347,0,WY,Wyoming
Rio Grande County,348,0,CO,Colorado
Gooding County,348,1,ID,Idaho
Potter County,348,0,PA,Pennsylvania
Mariposa County,349,0,CA,California
Brown County,349,0,IN,Indiana
Iron County,349,0,MO,Missouri
Freestone County,349,0,TX,Texas
Dinwiddie County,349,0,VA,Virginia
Cherokee County,350,0,KS,Kansas
Tishomingo County,350,0,MS,Mississippi
Warren County,351,0,IL,Illinois
Cottonwood County,351,0,MN,Minnesota
Ray County,352,0,MO,Missouri
Barnwell County,352,0,SC,South Carolina
Cherokee County,353,0,IA,Iowa
Sac County,353,0,IA,Iowa
Sanders County,353,0,MT,Montana
Madison County,354,0,IA,Iowa
Bourbon County,354,0,KS,Kansas
Ohio County,354,1,KY,Kentucky
Houston County,354,0,TX,Texas
Madison County,355,0,GA,Georgia
Boundary County,355,0,ID,Idaho
Shoshone County,355,1,ID,Idaho
Clarke County,355,0,VA,Virginia
Marion County,356,0,KY,Kentucky
Iron County,356,0,MI,Michigan
Clay County,356,0,MS,Mississippi
Wallowa County,356,0,OR,Oregon
Adams County,356,0,WA,Washington
Rush County,357,2,IN,Indiana
Harrison County,357,0,IA,Iowa
Jefferson County,357,0,OR,Oregon
La Salle Parish,358,1,LA,Louisiana
Tate County,358,0,MS,Mississippi
Wetzel County,358,0,WV,West Virginia
Cross County,359,0,AR,Arkansas
Atchison County,359,0,KS,Kansas
Nemaha County,359,3,KS,Kansas
Sibley County,359,0,MN,Minnesota
Simpson County,360,0,KY,Kentucky
McIntosh County,360,0,OK,Oklahoma
Meade County,361,0,KY,Kentucky
Madison County,361,0,MT,Montana
Mountrail County,361,1,ND,North Dakota
Chowan County,362,1,NC,North Carolina
Swain County,362,0,NC,North Carolina
Leon County,362,0,TX,Texas
Lafayette County,362,0,WI,Wisconsin
Appling County,363,0,GA,Georgia
Clay County,363,0,IL,Illinois
Mercer County,363,0,KY,Kentucky
Concordia Parish,363,0,LA,Louisiana
Lake County,363,0,SD,South Dakota
Mitchell County,364,0,GA,Georgia
Bandera County,364,0,TX,Texas
Poinsett County,365,0,AR,Arkansas
Grant County,365,0,KY,Kentucky
Perry County,366,0,IN,Indiana
Somerset County,366,0,MD,Maryland
Hardeman County,366,0,TN,Tennessee
White County,366,4,TN,Tennessee
Richland County,366,0,WI,Wisconsin
Pope County,367,0,MN,Minnesota
Benton County,368,0,MO,Missouri
Lee County,369,0,GA,Georgia
Yuma County,370,0,CO,Colorado
Pointe Coupee Parish,370,0,LA,Louisiana
Clinton County,370,0,MO,Missouri
Las Animas County,371,0,CO,Colorado
Marshall County,372,0,KS,Kansas
Russell County,372,0,KY,Kentucky
Barnes County,372,0,ND,North Dakota
Adams County,372,0,OH,Ohio
Ford County,374,0,IL,Illinois
Ochiltree County,374,0,TX,Texas
Caroline County,374,0,VA,Virginia
Harris County,375,0,GA,Georgia
Pike County,375,1,IL,Illinois
Colusa County,376,0,CA,California
Bourbon County,376,0,KY,Kentucky
Los Alamos County,376,3,NM,New Mexico
Mitchell County,376,0,NC,North Carolina
Logan County,377,0,AR,Arkansas
Nelson County,377,0,VA,Virginia
Washington County,378,0,FL,Florida
Hancock County,378,8,IL,Illinois
Wayne County,378,1,IL,Illinois
Wayne County,378,0,MS,Mississippi
Washakie County,378,3,WY,Wyoming
Cherokee County,379,0,AL,Alabama
Carroll County,379,1,IN,Indiana
Hardee County,380,0,FL,Florida
Winston County,380,0,MS,Mississippi
White County,381,0,IL,Illinois
Sitka City and Borough,382,0,AK,Alaska
Hamilton County,382,0,IA,Iowa
Custer County,382,0,NE,Nebraska
Morrow County,382,2,OH,Ohio
Emanuel County,384,0,GA,Georgia
Washington County,384,0,IL,Illinois
Franklin Parish,384,0,LA,Louisiana
Hempstead County,385,1,AR,Arkansas
Allen County,385,0,KS,Kansas
Baker County,386,0,FL,Florida
Schuyler County,386,1,NY,New York
Anson County,386,0,NC,North Carolina
Lampasas County,386,1,TX,Texas
Fluvanna County,386,0,VA,Virginia
Pratt County,387,0,KS,Kansas
Luna County,387,0,NM,New Mexico
Orange County,388,0,IN,Indiana
Lyon County,388,0,IA,Iowa
Koochiching County,389,0,MN,Minnesota
Ste. Genevieve County,389,0,MO,Missouri
Wright County,390,0,IA,Iowa
Pennington County,390,0,MN,Minnesota
Johnson County,391,0,AR,Arkansas
Gaines County,391,8,TX,Texas
Butler County,392,0,AL,Alabama
Hart County,392,0,GA,Georgia
Lewis County,392,0,WV,West Virginia
Monroe County,393,0,AL,Alabama
Murray County,394,0,GA,Georgia
Gladwin County,394,0,MI,Michigan
Wadena County,394,0,MN,Minnesota
Spencer County,395,0,IN,Indiana
Allamakee County,395,0,IA,Iowa
Putnam County,396,0,GA,Georgia
De Witt County,396,0,IL,Illinois
Hoke County,396,0,NC,North Carolina
McNairy County,396,0,TN,Tennessee
Shelby County,397,0,IA,Iowa
Scott County,398,4,IN,Indiana
Pike County,398,2,MO,Missouri
Milam County,398,1,TX,Texas
Deaf Smith County,398,0,TX,Texas
Sanpete County,398,1,UT,Utah
Carroll County,399,0,IL,Illinois
Jay County,399,0,IN,Indiana
Geneva County,400,0,AL,Alabama
Taylor County,400,0,FL,Florida
Aitkin County,400,0,MN,Minnesota
Cooper County,400,0,MO,Missouri
Yazoo County,401,0,MS,Mississippi
Grady County,402,0,GA,Georgia
Minidoka County,402,0,ID,Idaho
Livingston County,402,0,MO,Missouri
Crawford County,402,0,WI,Wisconsin
Jennings County,403,0,IN,Indiana
Brooke County,403,0,WV,West Virginia
Burnett County,403,0,WI,Wisconsin
Gogebic County,404,0,MI,Michigan
Wright County,404,0,MO,Missouri
Humboldt County,404,0,NV,Nevada
Grimes County,404,0,TX,Texas
Drew County,405,0,AR,Arkansas
Walsh County,405,0,ND,North Dakota
Lawrence County,406,0,AL,Alabama
Roseau County,406,0,MN,Minnesota
Carter County,407,0,KY,Kentucky
Limestone County,407,0,TX,Texas
Franklin County,408,0,IN,Indiana
Andrews County,408,0,TX,Texas
Conway County,409,0,AR,Arkansas
Lassen County,409,1,CA,California
Pike County,409,0,OH,Ohio
Gonzales County,410,0,TX,Texas
Page County,410,0,VA,Virginia
Johnson County,411,0,KY,Kentucky
Carbon County,412,0,MT,Montana
Carroll County,412,0,VA,Virginia
Ashley County,413,0,AR,Arkansas
Wakulla County,413,0,FL,Florida
Phillips County,414,0,AR,Arkansas
Franklin County,414,0,GA,Georgia
Floyd County,414,0,IA,Iowa
Richland Parish,414,0,LA,Louisiana
Chippewa County,414,0,MN,Minnesota
Claiborne County,414,0,TN,Tennessee
Marion County,414,0,TN,Tennessee
Hopewell city,414,0,VA,Virginia
Moffat County,415,0,CO,Colorado
Page County,416,0,IA,Iowa
Simpson County,416,0,MS,Mississippi
Dent County,416,0,MO,Missouri
Del Norte County,417,0,CA,California
De Soto Parish,417,0,LA,Louisiana
Teton County,418,0,ID,Idaho
Chickasaw County,418,0,IA,Iowa
Marshall County,418,0,MS,Mississippi
Mingo County,418,0,WV,West Virginia
Johnson County,418,0,WY,Wyoming
Greene County,419,0,GA,Georgia
Holt County,419,1,NE,Nebraska
Red Willow County,420,0,NE,Nebraska
Colfax County,420,1,NM,New Mexico
Lee County,420,0,TX,Texas
Montague County,420,0,TX,Texas
Bradford County,421,0,FL,Florida
Ripley County,421,0,MO,Missouri
Elbert County,422,0,GA,Georgia
Jersey County,423,0,IL,Illinois
Dodge County,423,0,MN,Minnesota
Perry County,424,0,IL,Illinois
Ramsey County,424,0,ND,North Dakota
Perry County,424,0,OH,Ohio
Crawford County,425,0,IL,Illinois
DeSoto County,426,0,FL,Florida
Dakota County,426,0,NE,Nebraska
Bayfield County,426,0,WI,Wisconsin
Calhoun County,427,0,TX,Texas
Jackson County,428,0,WI,Wisconsin
Price County,428,0,WI,Wisconsin
Gasconade County,429,0,MO,Missouri
Jefferson County,430,0,ID,Idaho
Osceola County,430,0,MI,Michigan
New Madrid County,430,0,MO,Missouri
Elmore County,431,0,ID,Idaho
Faribault County,431,0,MN,Minnesota
Asotin County,431,0,WA,Washington
Pemiscot County,432,1,MO,Missouri
McDuffie County,433,0,GA,Georgia
Fergus County,433,0,MT,Montana
Llano County,433,0,TX,Texas
Rockbridge County,433,0,VA,Virginia
Park County,434,1,CO,Colorado
Custer County,434,0,MT,Montana
Scurry County,434,0,TX,Texas
Fayette County,435,0,IN,Indiana
Washington County,435,0,IN,Indiana
Copiah County,436,2,MS,Mississippi
Carroll County,436,0,TN,Tennessee
Seward County,437,0,NE,Nebraska
Houston County,438,4,MN,Minnesota
Winston County,439,0,AL,Alabama
Piscataquis County,439,0,ME,Maine
San Miguel County,440,0,NM,New Mexico
Martin County,440,0,NC,North Carolina
Haralson County,441,0,GA,Georgia
DeWitt County,441,0,TX,Texas
Buchanan County,441,0,VA,Virginia
Otero County,442,0,CO,Colorado
Benzie County,442,0,MI,Michigan
Shelby County,443,0,IL,Illinois
Morgan County,445,2,GA,Georgia
Upson County,445,0,GA,Georgia
Grand County,445,0,UT,Utah
Mason County,446,0,KY,Kentucky
Sunflower County,447,0,MS,Mississippi
Union County,447,0,SC,South Carolina
Mineral County,448,0,WV,West Virginia
Mackinac County,449,0,MI,Michigan
Kewaunee County,451,0,WI,Wisconsin
Neosho County,452,0,KS,Kansas
Morehouse Parish,452,0,LA,Louisiana
Polk County,453,0,AR,Arkansas
Glenn County,453,0,CA,California
Rabun County,454,4,GA,Georgia
Montour County,454,6,PA,Pennsylvania
Fannin County,454,0,TX,Texas
Peach County,455,0,GA,Georgia
Harlan County,457,0,KY,Kentucky
Renville County,457,0,MN,Minnesota
Washington County,457,0,MO,Missouri
Hardin County,457,0,OH,Ohio
Menominee County,458,0,MI,Michigan
McKenzie County,458,1,ND,North Dakota
Caddo County,458,0,OK,Oklahoma
Moore County,458,0,TX,Texas
Richland County,459,0,IL,Illinois
Crawford County,459,0,IA,Iowa
Juniata County,459,0,PA,Pennsylvania
Sublette County,460,1,WY,Wyoming
Valdez-Cordova Census Area,461,0,AK,Alaska
Apache County,462,0,AZ,Arizona
St. Francis County,462,2,AR,Arkansas
Scott County,462,0,MS,Mississippi
Barbour County,463,0,AL,Alabama
Knox County,464,0,KY,Kentucky
Upshur County,464,0,TX,Texas
Cedar County,465,0,IA,Iowa
Otoe County,465,1,NE,Nebraska
Prince George County,465,0,VA,Virginia
Waseca County,467,0,MN,Minnesota
Hocking County,467,0,OH,Ohio
Clay County,468,0,IN,Indiana
Carroll County,468,0,OH,Ohio
King George County,468,0,VA,Virginia
Seminole County,469,0,OK,Oklahoma
Lancaster County,469,0,VA,Virginia
Labette County,471,0,KS,Kansas
Eastland County,471,0,TX,Texas
Hot Spring County,472,0,AR,Arkansas
Fulton County,473,0,IN,Indiana
Dickinson County,473,0,KS,Kansas
Alamosa County,474,0,CO,Colorado
Perry County,474,0,MO,Missouri
Dillon County,474,0,SC,South Carolina
Bee County,474,0,TX,Texas
Converse County,474,0,WY,Wyoming
Kingfisher County,476,0,OK,Oklahoma
Clarendon County,476,0,SC,South Carolina
Marshall County,476,0,TN,Tennessee
Morgan County,477,0,MO,Missouri
Marengo County,478,0,AL,Alabama
Kodiak Island Borough,478,0,AK,Alaska
Idaho County,478,0,ID,Idaho
Cass County,478,0,IA,Iowa
Montgomery County,478,0,NC,North Carolina
Fayette County,479,0,IL,Illinois
Texas County,479,0,MO,Missouri
Crook County,479,0,OR,Oregon
Waushara County,480,1,WI,Wisconsin
Sabine Parish,481,0,LA,Louisiana
Polk County,481,0,NC,North Carolina
Prentiss County,482,1,MS,Mississippi
Henderson County,482,1,TN,Tennessee
Hutchinson County,482,0,TX,Texas
Taylor County,482,0,WI,Wisconsin
Payette County,483,0,ID,Idaho
Russell County,483,0,VA,Virginia
Cocke County,484,0,TN,Tennessee
Posey County,485,1,IN,Indiana
Iowa County,485,0,IA,Iowa
Nodaway County,485,0,MO,Missouri
Churchill County,485,0,NV,Nevada
Lavaca County,485,0,TX,Texas
Graham County,486,0,AZ,Arizona
Logan County,486,0,KY,Kentucky
Texas County,486,0,OK,Oklahoma
Pontotoc County,487,0,MS,Mississippi
Panola County,487,0,TX,Texas
Rowan County,488,0,KY,Kentucky
Williamsburg County,489,1,SC,South Carolina
Archuleta County,490,1,CO,Colorado
Randolph County,490,0,IN,Indiana
Buchanan County,490,0,IA,Iowa
Sumner County,490,0,KS,Kansas
Green Lake County,490,0,WI,Wisconsin
Union County,492,0,MS,Mississippi
Oceana County,493,0,MI,Michigan
Wyandot County,494,0,OH,Ohio
Rhea County,494,1,TN,Tennessee
Union County,495,0,SD,South Dakota
Delaware County,496,0,IA,Iowa
Clark County,497,2,AR,Arkansas
Hertford County,497,0,NC,North Carolina
Grayson County,498,0,KY,Kentucky
Hardin County,499,0,TN,Tennessee
Cass County,501,1,TX,Texas
Jones County,503,0,IA,Iowa
Avery County,503,0,NC,North Carolina
